gene_symbol,correlation,p_value
CADM1,-0.9644076844645298,0.03559231553547004
HOXB6,0.7400461518045247,0.03579954359740229
ECM1,-0.9641783498613415,0.035821650138658345
GABRE,0.9638499293610354,0.03615007063896458
DTNBP1,0.9634942226258416,0.03650577737415839
LDHA,-0.9634214293035015,0.0365785706964985
IL4R,0.9633481079276527,0.036651892072347314
FIBCD1,0.9631061964903521,0.03689380350964777
PARD3,0.9627138533336732,0.03728614666632679
PAPOLG,0.9626481060487041,0.03735189395129579
ABHD15,0.9625895753002888,0.03741042469971134
GPR160,0.9625596934070867,0.03744030659291342
HSPA5,-0.9624746050749552,0.0375253949250447
CRIP1,-0.9623410663154026,0.037658933684597384
LYPD3,0.9622322962757968,0.03776770372420324
PRX,-0.962166785799558,0.037833214200441834
DMTF1,0.9621518616726247,0.037848138327375214
NQO1,-0.9618281115013267,0.038171888498673257
KLHL35,-0.9615536895067729,0.03844631049322711
FOSL2,-0.9615097867727703,0.038490213227229564
ROS1,0.9614215787967408,0.03857842120325916
PPP1R13B,-0.9614123523504197,0.03858764764958034
PAX3,0.9614037595892875,0.03859624041071252
LDLR,-0.9613851509367461,0.03861484906325385
ACSL3,-0.9612347763555781,0.03876522364442181
NEO1,0.961182477322984,0.03881752267701599
NPNT,-0.9611201789798064,0.03887982102019372
AKAP11,-0.961045094298419,0.038954905701581
GFRA3,-0.9610202507490488,0.03897974925095116
PCCA,-0.9610120772433138,0.03898792275668628
CNKSR1,0.9609431721045496,0.0390568278954504
DNAJC27,-0.960926474538263,0.039073525461736924
UBE2QL1,-0.960849313429298,0.039150686570701865
NFX1,0.9603943065680676,0.03960569343193243
C9orf78,0.9603831297242771,0.039616870275722915
OPRM1,-0.9603644437999742,0.03963555620002568
RGS2,-0.960358615718455,0.039641384281544845
CREBRF,-0.96035090151886,0.039649098481139955
LETM1,-0.960309959920662,0.03969004007933785
CD5,0.9598685442718021,0.040131455728197984
ITGB7,0.9597042530294031,0.0402957469705969
PTPN13,-0.9594811596821046,0.04051884031789532
TOB2,-0.9589620204540135,0.041037979545986536
RNMT,-0.9586598627392265,0.041340137260773346
HAND2,-0.9585357453535236,0.041464254646476295
XPR1,-0.9585341894088795,0.04146581059112053
TRIM46,-0.9584470093363678,0.04155299066363227
CEP112,-0.9583844345155972,0.04161556548440282
PPM1D,0.9583797655612295,0.04162023443877061
PPP1CA,0.9582437291744816,0.04175627082551836
MYCBP2,-0.9582336863237215,0.04176631367627848
PRRT4,-0.9579807984245997,0.04201920157540018
ENOX2,-0.9577754855970523,0.04222451440294783
SYNJ2,-0.7240250465065894,0.04227117812818684
FHIT,-0.9572599430014819,0.04274005699851813
CX3CL1,-0.9568703733273954,0.04312962667260445
FTL,-0.9562840218265407,0.04371597817345929
EIF2AK4,-0.9560456363423716,0.04395436365762828
ITGB2,0.7199402288743582,0.04402658699967563
MOB1A,0.9557041867246325,0.04429581327536747
SLC39A14,-0.9556416472892699,0.044358352710730076
PAQR5,-0.9556197874204005,0.044380212579599565
NUMB,-0.7186986463437325,0.04456873136981772
ALDH5A1,-0.9550733475639183,0.04492665243608185
CRIP2,-0.9550647870870861,0.04493521291291391
UAP1L1,-0.9548184916056577,0.04518150839434232
SUSD3,-0.9542921717932815,0.04570782820671848
PAX6,0.7159867754841589,0.04576686656534672
ITGB1,-0.9540369486711091,0.04596305132889089
U2AF1,-0.954000792604781,0.0459992073952189
LPL,-0.95398912230829,0.04601087769170986
KCNH8,-0.9539798965134827,0.046020103486517305
KL,0.9538610900083775,0.04613890999162251
RPUSD3,0.9537238004094964,0.04627619959050344
HOXB4,0.7137474230742679,0.04677074269332179
DCBLD1,0.953189314968643,0.04681068503135699
A2M,0.9528849466600658,0.04711505333993404
CAND1,-0.9526960185757564,0.047303981424243524
NEK3,-0.9523275561226195,0.047672443877380566
CEP95,-0.9522612808313126,0.04773871916868755
HEXB,-0.9522152271273722,0.04778477287262772
MYEOV,-0.9520649108185881,0.04793508918141187
EEF1A2,-0.9519641803037509,0.04803581969624915
CMBL,-0.9517316245108508,0.04826837548914931
RNF11,-0.9512709545702192,0.04872904542978085
ZNF114,-0.951163897854682,0.04883610214531808
SUPT7L,-0.9511304949243781,0.048869505075622044
HRK,-0.9511220846631703,0.048877915336829725
COG1,-0.9508387600768986,0.049161239923101396
FNDC5,-0.9505806670737761,0.0494193329262238
NFE2,-0.9503963235535993,0.049603676446400735
FILIP1L,-0.9501951571653987,0.04980484283460118
SREBF2,-0.9501652278330861,0.0498347721669139
SRPX2,0.9500609395403548,0.049939060459645246
MR1,-0.949990977460839,0.05000902253916095
MICAL2,-0.7063479957623701,0.050181707071688
RASL10B,-0.9497854948772007,0.05021450512279935
SYT5,-0.9497696918125627,0.050230308187437345
KCNJ8,-0.9497686677526866,0.050231332247313354
SPIRE1,0.9497684088672006,0.05023159113279929
ISOC1,-0.9496531852327479,0.05034681476725211
NAALADL1,0.9492097722504601,0.050790227749539785
MLPH,-0.9491060915493993,0.05089390845060082
TIMMDC1,-0.9490433468630509,0.05095665313694919
GPR22,-0.9488810024635581,0.05111899753644189
CCT4,0.9488783273963065,0.05112167260369338
SEC24A,-0.9488294427536488,0.05117055724635122
VSTM4,0.7037989372376945,0.051390344050404345
SLC27A3,-0.9485039494546454,0.051496050545354555
ROBO2,-0.9482735950973972,0.05172640490260294
IQCA1,-0.9479372374526931,0.05206276254730691
RIOK3,-0.9473866917898631,0.05261330821013699
KLHL13,-0.700685885269204,0.05288988193759688
ZNF75D,-0.9470224365207801,0.05297756347922
MTIF2,0.9468811380719875,0.05311886192801252
RANBP2,0.9468571645512809,0.05314283544871912
SERGEF,0.9468405710800838,0.05315942891991621
KCNS1,0.9466470260429378,0.05335297395706218
ADGRB3,-0.9465673102827182,0.05343268971728188
CD37,0.9463538375697459,0.05364616243025422
FREM2,-0.9460771364667577,0.05392286353324227
TMEM151A,-0.9458537931605339,0.05414620683946625
DDC,0.9453464318636957,0.05465356813630429
XPNPEP2,-0.9450011981757223,0.05499880182427774
GNG12,-0.9447706283238531,0.05522937167614694
PHACTR3,-0.9446805774169189,0.05531942258308109
MUC13,-0.9445508544496228,0.055449145550377166
SMOX,-0.9443422300079749,0.0556577699920251
P2RY8,0.6947577120282918,0.05581722293391202
DHODH,-0.9440518918632202,0.05594810813677986
FGF5,-0.9439323597655972,0.056067640234402916
PLXNA4,-0.9438156842010552,0.056184315798944784
LRRC63,-0.9437782413909104,0.05622175860908962
TMBIM1,-0.9437472412928911,0.056252758707108885
IRAK2,-0.9435077909973703,0.056492209002629856
PYROXD2,-0.9435030553923188,0.056496944607681066
PSMB9,0.9434935360709672,0.05650646392903269
PTGS2,0.9434239654662788,0.056576034533721176
SPSB1,-0.9433731368568232,0.056626863143176775
HS3ST3A1,-0.9432815567299075,0.056718443270092456
ASPG,-0.9430231800558184,0.05697681994418158
MCMDC2,-0.9425753990467941,0.057424600953206006
HAAO,0.9424356082996341,0.05756439170036587
MASP1,0.942416592804287,0.057583407195712866
OPTN,-0.9417094343600857,0.058290565639914416
S100A10,-0.9416775493664076,0.058322450633592426
ZFAND5,-0.9416314636879246,0.05836853631207539
AVPI1,-0.9415481246716632,0.05845187532833673
ADAMTS19,-0.9415439813354447,0.0584560186645553
EFNA5,-0.9414764497911582,0.0585235502088417
LRRC59,0.9412706811342435,0.0587293188657565
TWIST1,-0.9410412047026511,0.05895879529734893
ZNF256,-0.9409924645211097,0.05900753547889037
CDH4,-0.9400545533069086,0.05994544669309132
MYO15A,-0.9398149280385054,0.060185071961494696
LLGL2,-0.9397349113687293,0.06026508863127056
NABP1,-0.9397132759863132,0.06028672401368684
SCAPER,0.9393443399986185,0.06065566000138145
TUB,-0.6848973583478526,0.06089643055761929
PTER,0.9385825510410889,0.06141744895891099
PLPPR5,-0.938383369906844,0.06161663009315599
NOP16,-0.9382878811763722,0.061712118823627815
BEAN1,0.9377813305566562,0.062218669443343755
AURKAIP1,-0.9373401758648443,0.0626598241351557
HMGCLL1,-0.9371642299407463,0.06283577005925367
DDX17,-0.9370355946299642,0.06296440537003578
ITGA2,-0.9364739036966008,0.06352609630339923
EFCAB12,0.9363984129070245,0.06360158709297536
PDGFB,0.9361423083205517,0.06385769167944844
ATP7A,-0.9360811312654702,0.06391886873452979
MAP3K20,-0.9360809906204335,0.06391900937956652
DUSP23,-0.9358824116737178,0.06411758832628234
UNC5B,-0.935731057127511,0.06426894287248897
RGS11,-0.9355445351519145,0.06445546484808551
GPR155,-0.9355240543631773,0.06447594563682268
DKK1,-0.9354433445636723,0.06455665543632771
TNFAIP3,0.6774309066963233,0.0649187412056102
PTPRN2,-0.9349848393859631,0.065015160614037
SHISA6,-0.9349696724222822,0.06503032757771776
MPV17L,-0.9349608145760708,0.06503918542392917
CYS1,0.9349355740689778,0.06506442593102224
GIMAP2,0.9349293715679178,0.06507062843208233
GPR146,-0.9347043957278431,0.06529560427215686
DLX1,0.9346415207910053,0.06535847920899474
RASL11A,-0.9340976547468871,0.06590234525311289
MAN1C1,-0.9340313988395297,0.06596860116047032
CCDC80,-0.9338159150519048,0.06618408494809525
PPP1R14A,-0.9333320574777746,0.06666794252222541
AEBP1,-0.9331731498509225,0.06682685014907763
FAM71E1,0.9331501848118078,0.06684981518819222
C1orf43,-0.9327800825354097,0.06721991746459022
RAB33A,-0.5439752028431282,0.06750251202779449
ANKDD1B,-0.9323910881348535,0.06760891186514639
EML4,-0.932220479493995,0.067779520506005
ABHD14B,-0.9321681467551443,0.06783185324485563
ALCAM,-0.9320190424374583,0.06798095756254163
ARVCF,-0.9313689511975547,0.0686310488024453
PYY,0.9306086454331571,0.06939135456684298
ZNF296,-0.9301305895788465,0.06986941042115347
CNTROB,0.9300469412670992,0.0699530587329007
POMGNT2,0.9300438931907056,0.06995610680929443
OAS2,-0.9299547993994743,0.07004520060052566
SERPINI1,0.9298117712630158,0.07018822873698416
DOK4,-0.6679595422428949,0.07024178309828664
PRKCG,0.9293952684020815,0.07060473159791858
CCNO,0.929275400780614,0.0707245992193859
BCL2L11,0.9291933975622,0.07080660243780001
SFMBT2,-0.9289526388771369,0.07104736112286325
ZNF556,-0.9284614496606682,0.07153855033933176
NPAS2,-0.9283812191689271,0.07161878083107287
SIX3,-0.9283641385786308,0.07163586142136924
PARD6A,-0.9282185090153678,0.07178149098463216
CISD3,-0.9281763885295403,0.07182361147045979
RCN1,-0.9280006593360628,0.0719993406639372
MAP3K1,-0.9278587042026312,0.07214129579736883
ABCG5,0.9278205442145635,0.0721794557854365
TRIM72,0.9275978916111283,0.07240210838887173
CEND1,-0.9273476989837153,0.07265230101628473
CCT7,0.9269641249880739,0.07303587501192599
MEIS2,-0.9264953826850111,0.07350461731498892
DENND2D,0.9262480018123342,0.07375199818766576
HLA-B,0.9259730394693007,0.07402696053069935
ZNF276,-0.9258773160139947,0.07412268398600519
PHF11,-0.9257990892120241,0.07420091078797597
SMYD2,-0.9257473867417685,0.07425261325823151
TPM2,-0.9257129621935127,0.07428703780648727
MORN4,-0.9253596942911899,0.07464030570881008
TLCD1,-0.925092177442219,0.07490782255778106
NSG1,-0.9249974601245565,0.07500253987544347
RNLS,-0.9249664416333749,0.07503355836662506
NKX2-5,0.9248078833565385,0.07519211664346148
MYOZ2,0.924224269925051,0.07577573007494909
CYSLTR2,-0.9241210943857846,0.07587890561421551
FLI1,-0.9239967064469319,0.07600329355306812
KLF2,0.923739353931414,0.07626064606858596
ARMCX4,-0.6576333366397857,0.07632890949421742
NXNL2,0.9231857991097215,0.07681420089027835
ZNF766,-0.9228738143697977,0.07712618563020235
DNAAF1,-0.9227989265357961,0.0772010734642039
TMED5,-0.6559065951379079,0.07737585430494413
ASIC4,-0.9218665005638691,0.0781334994361309
SLC7A3,-0.9218658116892745,0.0781341883107256
FCHO2,0.9215733079135783,0.07842669208642183
KCNH6,-0.9214977533934272,0.07850224660657279
GDF6,0.9214632884105648,0.0785367115894351
VAMP1,0.9211240480792482,0.07887595192075181
VTN,0.9211022515602134,0.07889774843978659
BHLHE40,-0.9209682631087583,0.07903173689124166
DCC,-0.9208910917213357,0.07910890827866446
FERMT2,-0.9208227968751221,0.07917720312487786
SUMF1,0.920299620777703,0.079700379222297
ADAMTSL2,-0.9202361752257108,0.07976382477428912
VDR,0.9201269826635368,0.07987301733646324
MYO1F,0.9199141818948077,0.08008581810519244
COL5A3,0.9194213671368976,0.0805786328631024
SWAP70,0.9190754076074845,0.08092459239251548
SLC20A1,-0.9188938603408954,0.08110613965910463
ZNF519,0.9185635249021453,0.08143647509785468
LRRC34,-0.918552395582183,0.08144760441781695
RAI14,0.9183752133941036,0.08162478660589656
GNB4,-0.9180242495904293,0.08197575040957084
DIABLO,-0.9174140480011991,0.08258595199880103
CCDC153,0.917408935458589,0.08259106454141096
MAP3K5,-0.9173018729706558,0.08269812702934409
LIMA1,-0.6473275196716675,0.08270157824976546
PTN,-0.9172937934735114,0.08270620652648875
ZNF560,-0.9171888787370779,0.08281112126292212
SSBP2,-0.9171315454279333,0.0828684545720666
DNAJC21,0.9170603360783538,0.0829396639216462
PAQR8,-0.9170333580914292,0.08296664190857084
ANO7,-0.9168736848038239,0.08312631519617608
HEXIM2,0.9167829011816396,0.08321709881836048
TAP1,0.9166129056653058,0.08338709433469416
TNFRSF1B,-0.9165084778008524,0.08349152219914746
IFI35,-0.9164458913777496,0.08355410862225043
CALCR,-0.9161081348244648,0.08389186517553515
DDX19B,-0.9160410626302121,0.08395893736978799
ACOT4,-0.9158469412864881,0.08415305871351197
PLCD4,-0.9157166518756004,0.08428334812439964
TRIM6,-0.9149077032925922,0.08509229670740792
HTR1E,-0.9149015861953901,0.08509841380461003
CDK2AP2,-0.9142577683067521,0.0857422316932479
UNC13D,-0.9139440068094848,0.08605599319051516
ZNF578,-0.9138002133884076,0.08619978661159244
TMEM119,-0.9137207684163478,0.08627923158365225
FBN1,-0.9133974352102877,0.0866025647897124
SPG21,-0.913018137830808,0.08698186216919201
ZNF264,-0.9130050901872592,0.08699490981274094
WRAP73,0.9127852995453913,0.08721470045460866
SIPA1L1,-0.6400885886197666,0.08735679360775414
MRPL19,0.9124961731002277,0.08750382689977232
COL18A1,0.6394886931707776,0.0877492283166576
EXOSC10,-0.9121438214066242,0.0878561785933758
GRIA4,-0.9119386719114648,0.08806132808853517
HSD17B11,-0.9117785867244215,0.08822141327557853
KDM4D,-0.9116838540267915,0.08831614597320847
DHCR7,0.9115200110248298,0.08847998897517018
SLC1A3,0.9114193273991673,0.08858067260083269
AMACR,-0.9113077661320237,0.08869223386797631
MGAM2,0.9112052169864717,0.08879478301352828
HECA,0.9111605064749112,0.08883949352508891
PLAT,-0.9108101789172507,0.08918982108274931
LMO1,-0.63714094966419,0.08929486820738547
AKR1E2,-0.9106238161695357,0.0893761838304643
SEC24D,-0.910623654664807,0.08937634533519301
NRROS,-0.9105583493631932,0.08944165063680676
