gene_symbol,correlation,p_value
HOXA5,0.9850572238239964,0.01494277617600348
BRSK2,0.9849956244980764,0.015004375501923573
A2M,0.9848097601403262,0.015190239859673937
EPB41L3,0.9848085975905294,0.015191402409470589
FGF12,0.9846713600057118,0.01532863999428824
NOL4,0.9845365787766325,0.015463421223367524
RNASEH1P2,-0.984512465027838,0.015487534972161932
PRKG2,0.9845037871954117,0.01549621280458835
ST7,-0.9843032722211558,0.015696727778844233
MGAT4A,0.9842472512748307,0.015752748725169408
POTEG,0.9842349869937134,0.015765013006286743
SIM1,0.9841733736053571,0.01582662639464294
LYPD3,0.9841644749843365,0.015835525015663432
GABRD,0.9841326290129585,0.015867370987041607
VMP1,-0.9841071134496537,0.015892886550346264
NBEAP1,0.9838370471848872,0.01616295281511282
CCNO,0.9836759874634474,0.01632401253655269
MXRA5,0.9831987260564925,0.0168012739435075
HOXB5,0.9830580032264664,0.016941996773533585
CORO2A,-0.9827628745432279,0.01723712545677225
LINC01910,-0.9827405782949501,0.017259421705049904
ZNF536,0.9826917791377611,0.017308220862239043
DMRTA1,0.9824115594064702,0.01758844059352982
MICB-DT,0.9823099961527841,0.017690003847215863
ENPP7P9,0.9822671774324069,0.01773282256759323
VAMP1,0.9822235677309106,0.017776432269089426
SLFN5,0.9822123217804192,0.017787678219580716
SASH1,0.9821927588491026,0.01780724115089738
PLSCR1,0.9821061754403572,0.017893824559642724
RPL13AP20,0.9820668928471344,0.017933107152865446
FRMPD3,0.9819104748189731,0.01808952518102691
GLI3,0.9818647490814161,0.018135250918583923
ANKS1B,0.9816243033780356,0.018375696621964366
IGHV3-29,0.98144726519123,0.018552734808769955
CNOT6LP1,-0.9812077860735433,0.01879221392645669
IFIT5,-0.9811075130983882,0.018892486901611827
IGHV1-46,0.9810939038142521,0.0189060961857479
LINC01563,0.9810814727133531,0.018918527286647002
ICMT,-0.981044190270551,0.01895580972944888
COL8A1,0.9809494743071036,0.019050525692896336
IER5,-0.9808541718944352,0.019145828105564755
HAND2,-0.9805758193773249,0.019424180622675147
SLC22A1,0.980509926957615,0.019490073042385037
NWD2,0.9803815376669137,0.019618462333086395
ARHGAP27P2,0.9803676343586075,0.01963236564139237
SEMA3B,0.9802984825431575,0.019701517456842454
MYEOV,-0.980287619498531,0.01971238050146895
ITPRID2-DT,0.9802552902349686,0.0197447097650314
NBAS,-0.9801508349275244,0.019849165072475472
SLC5A6,0.9801071904978188,0.019892809502181308
LINC01348,-0.9800974232846286,0.019902576715371545
PCK2,-0.9800445378995526,0.019955462100447408
HMCN1,0.9800061558804699,0.019993844119530202
ABCC9,0.9799227167758461,0.02007728322415403
TRIP6,-0.9799127757234378,0.020087224276562177
SUPT7L,-0.9797331213264763,0.020266878673523614
B3GALT2,-0.9796596747090494,0.020340325290950645
DAB2,0.9796043863572005,0.020395613642799404
CRYBB2P1,0.9794116705719463,0.020588329428053775
ST3GAL1-DT,-0.9792841938358442,0.020715806164155914
CEACAM22P,0.9791994202359976,0.020800579764002514
LINC02236,-0.9790640106127843,0.02093598938721586
PDE1C,0.9790598098570089,0.02094019014299109
LINC01719,0.9789422699966408,0.0210577300033592
BNIP3P16,0.9788395231198133,0.02116047688018674
C3,0.9787831921422773,0.02121680785772284
ZNF304,0.978771636289641,0.021228363710358966
LINC02454,0.9787423120573593,0.021257687942640713
ARMC12,0.9786137102051461,0.02138628979485402
FAM162B,-0.9784579510730734,0.021542048926926682
MIR320E,0.9782902389481589,0.02170976105184108
PAWR,0.9782207555894414,0.02177924441055845
PDE4B-AS1,0.9782171035879882,0.0217828964120117
CEP350,-0.9782083657009507,0.02179163429904918
PDK4,0.9780739588326528,0.0219260411673472
MIR218-2,0.9780021001927086,0.021997899807291388
HOXA11,0.9778441352026269,0.02215586479737297
KIRREL1,0.9777496029259312,0.02225039707406884
STOM,-0.9777145951351902,0.022285404864809788
CECR2,0.9776480784703068,0.02235192152969323
SLIT3-AS1,0.9776390330726155,0.02236096692738454
FAM90A25P,0.9773404537701651,0.022659546229834904
ANKRD20A8P,0.9773275828022517,0.022672417197748373
SOD2,0.9773158759234012,0.0226841240765987
FRG1FP,0.9772011414549626,0.02279885854503738
TRIM72,0.9769104675495319,0.023089532450468075
TAP1,0.9768769494477233,0.02312305055227659
CXCL3,0.976580972153863,0.02341902784613703
ABCA6,0.9765455703368455,0.023454429663154475
PAX1,0.9765213479644783,0.023478652035521685
MYO15A,-0.9765167796042569,0.023483220395743132
DTNBP1,0.976506269524955,0.023493730475045105
FBXW12,0.976271942131009,0.023728057868991126
TAFA4,0.9761813721633402,0.02381862783665989
DDX17,-0.9760937201035019,0.023906279896498184
AXL,0.9760236585761177,0.023976341423882275
PRKCG,0.9759549524014167,0.02404504759858339
PPP1R16B,0.9759368876323042,0.02406311236769576
ADAMTS3,0.9756519579503591,0.024348042049640917
LINC01239,0.9756070816561621,0.024392918343838055
ADGRF5,0.9755828743610491,0.02441712563895093
EEA1,-0.9755183248814597,0.02448167511854038
LPCAT2,-0.9753659161295651,0.024634083870434864
KRT18P19,-0.975356101720996,0.02464389827900404
LGI2,0.975304485258867,0.024695514741132962
LRIG3,0.9750776115574363,0.02492238844256356
ACTN4,-0.9750135151771799,0.024986484822820065
KLHDC9,-0.9749105541280058,0.025089445871994354
NDRG2,0.9747506710264124,0.02524932897358756
DCTN4,0.9747388594781288,0.025261140521871228
HOXB7,0.9747298069834445,0.02527019301655553
ANKRD30BL,0.974707326303807,0.025292673696192924
CRTAP,0.9746931430376674,0.025306856962332702
CLUHP10,0.9746272382099097,0.025372761790090292
DUSP6,-0.9744844921928562,0.025515507807143845
GRIK5,0.9744398401781907,0.025560159821809147
RNF224,0.9741482108950306,0.025851789104969436
TTC8,-0.9739474965603782,0.026052503439621955
GABRE,0.9739428123359591,0.02605718766404097
TMEM43,-0.9739421958480617,0.026057804151938146
LAYN,-0.9739416489931451,0.02605835100685505
CD8A,0.9737480444687312,0.0262519555312688
NLK,0.9736370729600945,0.026362927039905504
FTL,-0.9735648908998773,0.0264351091001227
ALMS1-IT1,-0.973562183139455,0.026437816860545027
GPR22,-0.9734443767294766,0.0265556232705233
HSD17B11,-0.9734103876065647,0.02658961239343527
RAMP1,-0.973365150732075,0.02663484926792492
TMBIM1,-0.9733395319698401,0.026660468030159867
ADGRE1,0.9733006050114934,0.026699394988506597
C7orf57,-0.9732129638940351,0.026787036105965
IQCA1,0.973149813022142,0.026850186977858126
CADM1,0.973043626727637,0.026956373272363
TFAP2A-AS2,0.9728114547366778,0.02718854526332226
NEK3,-0.9727950672355787,0.027204932764421264
LINC02246,0.9727708287302954,0.02722917126970459
NTN5,-0.9725699773237897,0.02743002267621031
KCTD15,-0.9725340420487738,0.027465957951226194
WSB2,0.9724489217227182,0.02755107827728187
TXNL4B,0.972391919232792,0.027608080767207888
FBN2,0.9723203305119652,0.027679669488034797
NOX4,0.972252535050101,0.027747464949898992
LINC00200,0.9722361316714468,0.027763868328553265
SNX6P1,0.972209211415094,0.027790788584906023
NETO1,0.9721719886513317,0.02782801134866819
LYN,-0.9720169453360866,0.027983054663913265
DPYSL3,-0.9719768427629878,0.02802315723701221
SLC24A3,0.971950899106381,0.028049100893619006
HARS1,-0.9718982224516735,0.028101777548326545
SCGB1B2P,0.9718811041089741,0.028118895891025897
NQO1,-0.9718792357487905,0.02812076425120935
PTPRK,0.9718015812666979,0.028198418733301978
ALOX12P2,0.9717309206628117,0.028269079337188252
CPNE5,-0.9716874560867724,0.02831254391322746
ARNTL2,0.9713714350483059,0.02862856495169419
SLC16A5,-0.971111977215504,0.02888802278449587
SWAP70,0.9710959156461474,0.02890408435385261
FAM95C,0.971091007896877,0.028908992103123143
IGF2BP1,0.9710079404686998,0.02899205953130024
MCRIP2,-0.9707818557239328,0.02921814427606728
HHIP-AS1,0.9707057145212521,0.029294285478747906
CECR7,0.9706359129541601,0.029364087045840037
MYH9,-0.9702546714294047,0.02974532857059531
LAMA5-AS1,-0.9700500614629566,0.02994993853704342
PDE7A,0.9699089219932818,0.030091078006718064
ANXA7,-0.9699036795492861,0.030096320450713865
ARHGAP8,0.9698911931162885,0.030108806883711647
TTC23L,0.9697109691271224,0.030289030872877598
LCLAT1,-0.9696600330363063,0.030339966963693676
BNC1,0.9696194193654102,0.030380580634589816
FENDRR,0.9696021647943867,0.030397835205613344
SNAI2,0.9695817251510233,0.030418274848976745
SLC6A3,0.9694253584031931,0.030574641596806895
ZNF90,0.9693653924366259,0.030634607563374106
LINC01772,0.9693581771520295,0.030641822847970346
DSTNP2,0.9692136914575692,0.030786308542430696
SNX9,-0.9691887194670895,0.0308112805329106
BTBD3,0.969011907768566,0.03098809223143384
ECEL1P3,-0.9689628183795567,0.031037181620443333
VSTM4,0.9687730541515255,0.031226945848474408
ZFP3,0.968765365486282,0.031234634513717996
IGLON5,0.9687379611243254,0.03126203887567458
SLCO5A1,0.9685637537379079,0.03143624626209207
HHIP,0.968556373427023,0.031443626572976946
DNAJA2-DT,0.968436679931405,0.03156332006859497
MTND5P30,0.9684349865077463,0.0315650134922536
S100A6,-0.9683492935879238,0.031650706412076346
FOXD3,0.9682619102359217,0.031738089764078214
RIMBP3B,0.9682318151452848,0.03176818485471511
VAV2,-0.9681400599258144,0.03185994007418547
KCNB2,0.9679657558851842,0.03203424411481581
PRKAR2A-AS1,0.9677153010142929,0.03228469898570707
CCDC15-DT,0.9676869884858581,0.0323130115141419
ITGB1,-0.9676571708107242,0.03234282918927578
NBPF9,0.9675581769973725,0.032441823002627546
S100A2,-0.9675255278452188,0.032474472154781164
ARHGDIG,-0.9674596834175033,0.032540316582496676
ELFN1-AS1,-0.9673368694740665,0.032663130525933504
LINC01140,0.9672908381675209,0.03270916183247907
SOX5,0.967176461397264,0.03282353860273601
DPP10-AS1,0.9670017210792158,0.03299827892078433
ST6GAL1,0.9669059192370328,0.03309408076296716
MTOR,-0.966770886536994,0.033229113463006055
OPRK1,0.9667607857882776,0.03323921421172238
ADAM33,-0.9667063005166889,0.03329369948331107
CLVS1,0.9666697865872866,0.03333021341271336
SAMD5,0.9666673936571336,0.03333260634286628
NUMB,-0.9666520407568797,0.033347959243120284
MT-RNR1,0.9665944627321739,0.033405537267826135
EPS8L2,0.9664625971763756,0.033537402823624385
GIMAP2,0.966459513311741,0.03354048668825893
HSPA5,-0.9663571829146222,0.03364281708537775
DGKK,0.9662156396505488,0.033784360349451203
RASGEF1B,0.9658590246805081,0.034140975319491895
MB21D2,0.9657906576546488,0.034209342345351335
GALNT16-AS1,0.9656906962663122,0.0343093037336879
VEGFA,-0.9656685023082603,0.03433149769173971
FGF12-AS3,0.9653465491130793,0.034653450886920734
TTC3P1,0.9650937032937827,0.034906296706217255
OGA,-0.9650838596448271,0.034916140355172764
HSPA2,-0.9647334376159802,0.03526656238401982
COX20P1,-0.9647094830045627,0.03529051699543739
HCG9,0.9646200752045759,0.03537992479542407
TRIM22,0.9645333940898477,0.03546660591015227
C1orf21,-0.9644913800356879,0.03550861996431198
RHOQ,-0.964446435362101,0.03555356463789905
MGLL,-0.9644264992669853,0.035573500733014685
LINC01102,0.9644177053378749,0.03558229466212515
LDHB,0.9643220470942533,0.03567795290574671
RIC3-DT,0.9639519791031301,0.03604802089686987
TGM1,-0.9639140341909179,0.036085965809081966
DENND2C,0.9638225697473543,0.03617743025264586
PTS,-0.9637706323812738,0.036229367618726194
ROS1,0.9635744098352605,0.03642559016473945
GORAB-AS1,0.9635413641212313,0.03645863587876885
FMN2,0.9634302475378117,0.03656975246218819
CCPG1,-0.9633707602381012,0.0366292397618988
RAB40A,0.9633422715236997,0.03665772847630033
SLC9A3-AS1,0.9633414740347568,0.036658525965243216
FGF2,0.9633230479403185,0.03667695205968147
GATA4,0.9630878163000317,0.03691218369996818
BVES-AS1,0.9629904008853597,0.03700959911464041
KCNQ2-AS1,0.9629388696202965,0.03706113037970349
LINC00589,-0.9629112948727866,0.037088705127213295
TNFAIP3,0.9624128189565233,0.03758718104347669
UBE2E2,0.9623512828086697,0.03764871719133023
SMAD3,-0.9623323311281253,0.03766766887187467
SLC1A1,0.9621853974380022,0.037814602561997646
CXCL12,0.9619472397367542,0.038052760263245666
NPTN,-0.9619323073239292,0.0380676926760708
ZNF521,0.9619312733479981,0.038068726652001894
CDC42EP5,0.9619312616824939,0.038068738317506234
RHOBTB2,-0.9619152041771561,0.03808479582284385
ITPRID2,0.9617910078625651,0.038208992137434894
PDE3B,0.9614131911664066,0.038586808833593444
GPBAR1,-0.9613856491295206,0.038614350870479264
ARL9,-0.9612610686464237,0.03873893135357642
IL17RB,0.9611902459788756,0.0388097540211243
WNT7B,0.9611332594393565,0.03886674056064354
ANOS1,0.9610333366433313,0.03896666335666854
REX1BD,-0.9609901697191289,0.03900983028087124
RHOB,-0.9609708535891655,0.03902914641083455
ELANE,0.9609235329250955,0.03907646707490464
ENTR1,-0.9608044150125131,0.039195584987486765
FFAR2,0.9607619558711552,0.039238044128844685
KATNAL1,-0.9607529587449203,0.03924704125507983
GREM1-AS1,0.9604363610732299,0.03956363892676995
SERPINB9,-0.9600832698015079,0.03991673019849218
B4GALT6,0.960050855450014,0.03994914454998599
FAM111B,0.9600141795333372,0.03998582046666277
DUSP5,-0.9599925770182856,0.04000742298171445
LINC01103,0.9597777651193126,0.040222234880687324
RADX,0.9597551366911647,0.040244863308835255
ST8SIA1,0.9596839764960057,0.040316023503994325
FOXD2,0.9596525804211519,0.04034741957884824
GMCL2,-0.9595401733156061,0.04045982668439385
ZFYVE16,-0.9592627099325276,0.04073729006747229
SLC19A3,0.9591915849022588,0.040808415097741246
TAFA5,0.9589348888818581,0.04106511111814193
LINC00336,-0.9588728634600776,0.04112713653992239
ATP1B2,0.9588389049800058,0.04116109501999432
SMPX,-0.9587967715953928,0.041203228404607106
GALNT17,0.9586073579516025,0.041392642048397654
CARD9,-0.9584028583915668,0.04159714160843331
PPIAP34,0.9583792902641638,0.041620709735836314
FCSK,-0.9582747154463029,0.04172528455369706
SENCR,-0.9582454936830709,0.04175450631692912
LYL1,-0.9581394680426477,0.041860531957352176
LY86-AS1,0.9580664359737311,0.04193356402626902
CNTN4,0.9580217159811069,0.04197828401889314
LINC02691,0.9578315727751232,0.04216842722487679
MAP10,-0.9578201651264184,0.04217983487358157
LINC00923,0.9577324372897497,0.04226756271025023
RIMBP2,0.9576879766616054,0.04231202333839468
MIR181B2,0.9575685517849788,0.042431448215021206
HULC,-0.9575339065836539,0.04246609341634611
HSPA1A,-0.9574758147711978,0.0425241852288023
TECTA,0.957460077163119,0.04253992283688102
FES,-0.957353438037632,0.04264656196236816
ITM2A,0.9573143702206053,0.04268562977939472
IL1R2,0.957257337165702,0.04274266283429795
NEDD9,0.9570632294978283,0.042936770502171706
CEACAM16-AS1,0.9569746660981824,0.04302533390181762
RIMS4,0.9569568458871931,0.0430431541128069
HRAT92,0.9568629995921716,0.04313700040782842
TPM2,-0.95683293203351,0.04316706796648995
C19orf18,0.9567482496702558,0.043251750329744265
SLC16A8,0.9566977287475033,0.04330227125249664
KIF13A,0.9566065186914664,0.04339348130853349
DMAC2,0.9565339816446397,0.04346601835536035
DOK4,-0.9564533305899985,0.043546669410001515
BMP3,0.9564139385062911,0.043586061493708916
SOCS1,0.9563401170694772,0.04365988293052281
PTGIS,0.9560739217568424,0.04392607824315764
HLA-K,0.9558541912381135,0.04414580876188645
CDH8,0.9557869922849036,0.0442130077150964
MYO1F,0.9556974702124946,0.044302529787505485
ZNF8-DT,0.9556604748226936,0.04433952517730644
TRIM46,-0.9556225448367646,0.044377455163235435
ABCA10,0.9555914250557076,0.0444085749442924
DPP10,0.9555807189930468,0.04441928100695325
ZBTB8B,0.955527684900716,0.04447231509928384
IL1R1,0.9554833168642379,0.04451668313576196
LINC00461,0.9553774779300457,0.04462252206995432
S100A3,-0.9553475163413505,0.04465248365864949
ACAP1,0.9552106774211413,0.044789322578858703
SERPINH1,-0.9547896329763202,0.045210367023679865
SLC27A3,-0.9546728210909282,0.0453271789090719
DEK,0.9545086610183235,0.045491338981676455
LRRFIP1P1,-0.954300909198137,0.04569909080186285
SLC10A4,-0.9542440016981544,0.045755998301845624
MED28-DT,0.9541192789601752,0.04588072103982466
MIR503HG,0.9539907667869192,0.046009233213080813
MTND1P23,0.9539739307625467,0.04602606923745345
GPR139,0.9539144453305349,0.04608555466946518
MAL2,0.953882239607114,0.046117760392885954
MYO1H,0.9538472314338365,0.04615276856616335
DDX59,0.9538355334228861,0.04616446657711393
PGR,0.953712662212558,0.046287337787441984
C6orf52,0.9536530212457466,0.04634697875425342
GRHL1,-0.9536173174628053,0.046382682537194686
THEM4,0.953490648661379,0.046509351338621
LIN7A,0.9533122419226565,0.04668775807734349
FNDC3A,-0.9531799800923235,0.04682001990767648
ADGRE4P,0.953166692215818,0.04683330778418204
JPH1,0.9530572281479925,0.04694277185200746
AR,0.9528496483222433,0.04715035167775672
LINC01695,0.9527525568946076,0.04724744310539242
DNAJC21,0.9527000759269381,0.04729992407306183
GSTZ1,-0.9526562374667145,0.04734376253328554
KIT,0.9524623516802315,0.04753764831976848
L3MBTL2-AS1,-0.9523790187128002,0.047620981287199715
GNG11,0.9521125461117741,0.047887453888225906
GORAB,-0.952046865124575,0.04795313487542496
GPX8,0.9517854599276366,0.048214540072363476
MICB,0.951740199587675,0.04825980041232514
NOX3,-0.9516064378259099,0.04839356217409008
CYBA,-0.951437074710594,0.04856292528940598
SLC25A34,-0.9510607481237314,0.048939251876268575
PRIM2,0.9507600534135032,0.049239946586496774
CD37,0.9507365502955551,0.04926344970444485
LINC00682,-0.9507342094634326,0.04926579053656743
